asylum_residence,time,displaced_population
ita,1988,19274
ita,1989,13917
ita,1990,10840
ita,1991,9813
ita,1992,9258
ita,1993,50276
ita,1994,73092
ita,1995,74304
ita,1996,65174
ita,1997,66720
ita,1998,5640
ita,1999,9953
ita,2000,7293
ita,2001,8631
ita,2002,10211
ita,2003,12890
ita,2004,16600
ita,2005,21615
ita,2006,27803
ita,2007,40473
ita,2008,47795
ita,2009,60133
ita,2010,61331
ita,2011,72763
ita,2012,79654
ita,2013,90267
ita,2014,140629
ita,2015,179182
ita,2016,247992
ita,2017,354616
ita,2018,295475
jam,1991,4
jam,1992,140
jam,1993,67
jam,1994,73
jam,1995,58
jam,1996,25
jam,1997,33
jam,1998,37
jam,1999,37
jam,2000,39
jam,2009,33
jam,2010,21
jam,2011,20
jam,2012,20
jam,2013,22
jam,2014,22
jam,2015,17
jam,2016,24
jam,2017,20
jam,2018,29
jor,1971,50
jor,1972,50
jor,1978,80
jor,1979,120
jor,1980,60
jor,1981,80
jor,1982,100
jor,1983,150
jor,1984,400
jor,1985,400
jor,1989,130
jor,1990,640
jor,1991,960
jor,1992,270
jor,1993,468
jor,1994,585
jor,1995,762
jor,1996,1110
jor,1997,733
jor,1998,822
jor,1999,1026
jor,2000,8987
jor,2001,6376
jor,2002,4991
jor,2003,7945
jor,2004,13802
jor,2005,17864
jor,2006,519661
jor,2007,500657
jor,2008,502468
jor,2009,453830
jor,2010,453181
jor,2011,460559
jor,2012,308463
jor,2013,648022
jor,2014,673681
jor,2015,689339
jor,2016,720812
jor,2017,734795
jor,2018,769193
jpn,1977,600
jpn,1978,610
jpn,1979,1260
jpn,1980,2390
jpn,1981,2520
jpn,1982,4390
jpn,1983,4900
jpn,1984,3967
jpn,1985,4707
jpn,1986,5016
jpn,1987,5601
jpn,1988,6110
jpn,1989,6480
jpn,1990,6820
jpn,1991,6397
jpn,1992,6669
jpn,1993,6708
jpn,1994,6489
jpn,1995,5794
jpn,1996,5294
jpn,1997,4858
jpn,1998,4494
jpn,1999,4237
jpn,2000,4034
jpn,2001,3529
jpn,2002,2973
jpn,2003,2711
jpn,2004,2465
jpn,2005,4244
jpn,2006,4888
jpn,2007,5026
jpn,2008,5882
jpn,2009,6792
jpn,2010,7030
jpn,2011,7581
jpn,2012,8392
jpn,2013,10178
jpn,2014,12491
jpn,2015,16913
jpn,2016,21941
jpn,2017,33978
jpn,2018,31642
kaz,1993,5000
kaz,1994,5030
kaz,1995,15561
kaz,1996,15577
kaz,1997,15619
kaz,1998,8354
kaz,1999,15301
kaz,2000,180957
kaz,2001,120420
kaz,2002,104456
kaz,2003,34499
kaz,2004,74171
kaz,2005,57928
kaz,2006,50222
kaz,2007,12231
kaz,2008,12080
kaz,2009,12122
kaz,2010,12689
kaz,2011,11713
kaz,2012,11273
kaz,2013,11279
kaz,2014,10088
kaz,2015,8719
kaz,2016,9244
kaz,2017,8945
kaz,2018,8447
ken,1970,930
ken,1971,2600
ken,1972,2640
ken,1973,3220
ken,1974,2740
ken,1975,2450
ken,1976,2940
ken,1977,6010
ken,1978,6500
ken,1979,7210
ken,1980,4260
ken,1981,3380
ken,1982,4810
ken,1983,6760
ken,1984,8060
ken,1985,8890
ken,1986,9490
ken,1987,10480
ken,1988,13270
ken,1989,12964
ken,1990,14329
ken,1991,120223
ken,1992,420974
ken,1993,412014
ken,1994,328738
ken,1995,279188
ken,1996,225781
ken,1997,236174
ken,1998,243577
ken,1999,225582
ken,2000,216025
ken,2001,254349
ken,2002,236559
ken,2003,242366
ken,2004,249486
ken,2005,268212
ken,2006,393326
ken,2007,390689
ken,2008,1189249
ken,2009,882554
ken,2010,750954
ken,2011,921885
ken,2012,1038894
ken,2013,636056
ken,2014,606163
ken,2015,619728
ken,2016,548664
ken,2017,506880
ken,2018,490173
kgz,1993,21242
kgz,1994,21239
kgz,1995,13407
kgz,1996,16707
kgz,1997,15276
kgz,1998,15700
kgz,1999,18280
kgz,2000,17485
kgz,2001,10956
kgz,2002,8558
kgz,2003,6324
kgz,2004,4222
kgz,2005,103100
kgz,2006,12404
kgz,2007,10933
kgz,2008,21101
kgz,2009,25561
kgz,2010,304176
kgz,2011,210806
kgz,2012,192768
kgz,2013,12269
kgz,2014,12822
kgz,2015,9642
kgz,2016,2793
kgz,2017,1289
kgz,2018,962
khm,1964,10000
khm,1965,15000
khm,1966,17000
khm,1967,20000
khm,1968,22000
khm,1969,22000
khm,1970,20000
khm,1993,5
khm,1994,124110
khm,1995,49715
khm,1996,29425
khm,1997,37913
khm,1998,22
khm,1999,22
khm,2000,201
khm,2001,1101
khm,2002,281
khm,2003,154
khm,2004,711
khm,2005,402
khm,2006,349
khm,2007,481
khm,2008,540
khm,2009,285
khm,2010,180
khm,2011,134
khm,2012,103
khm,2013,84
khm,2014,104
khm,2015,301
khm,2016,246
khm,2017,100
khm,2018,57444
kna,2012,1
kna,2013,2
kna,2014,2
kna,2017,5
kor,1978,70
kor,1979,170
kor,1981,60
kor,1982,70
kor,1987,60
kor,1988,120
kor,1989,230
kor,1990,230
kor,1991,162
kor,1992,149
kor,1995,5
kor,1996,8
kor,1997,3
kor,1998,1
kor,1999,7
kor,2000,52
kor,2001,75
kor,2002,89
kor,2003,167
kor,2004,291
kor,2005,588
kor,2006,710
kor,2007,1273
kor,2008,1697
kor,2009,1031
kor,2010,1249
kor,2011,1749
kor,2012,2214
kor,2013,3167
kor,2014,4866
kor,2015,7102
kor,2016,8865
kor,2017,11940
kor,2018,22844
kwt,1979,5000
kwt,1980,5000
kwt,1981,2000
kwt,1982,2220
kwt,1983,2220
kwt,1984,2810
kwt,1985,2880
kwt,1989,210
kwt,1991,45590
kwt,1992,44879
kwt,1993,30000
kwt,1994,30110
kwt,1995,3515
kwt,1996,4144
kwt,1997,141787
kwt,1998,142182
kwt,1999,142481
kwt,2000,140832
kwt,2001,139335
kwt,2002,139706
kwt,2003,102707
kwt,2004,102676
kwt,2005,102726
kwt,2006,109661
kwt,2007,129860
kwt,2008,132886
kwt,2009,96206
kwt,2010,96459
kwt,2011,94453
kwt,2012,94598
kwt,2013,94780
kwt,2014,94695
kwt,2015,94670
kwt,2016,94762
kwt,2017,93553
kwt,2018,93640
lao,1972,700
lao,1975,70
lao,1976,110
lao,1977,100
lao,1978,120
lao,1979,110
lao,1980,30310
lao,1981,10400
lao,1982,3500
lao,1983,3500
lao,1984,1200
lao,1987,80
lao,1998,2
lao,2000,1
lbn,1964,1310
lbn,1965,570
lbn,1966,3430
lbn,1968,4510
lbn,1969,4510
lbn,1971,3050
lbn,1972,3390
lbn,1973,3880
lbn,1976,700000
lbn,1977,700000
lbn,1978,5000
lbn,1979,2900
lbn,1980,5000
lbn,1981,3200
lbn,1982,8800
lbn,1983,2920
lbn,1984,2920
lbn,1985,4890
lbn,1986,5920
lbn,1987,5900
lbn,1988,4420
lbn,1989,4350
lbn,1990,2550
lbn,1991,5223
lbn,1992,6012
lbn,1993,1187
lbn,1994,1383
lbn,1995,1878
lbn,1996,2477
lbn,1997,3062
lbn,1998,3705
lbn,1999,4175
lbn,2000,8699
lbn,2001,6500
lbn,2002,2983
lbn,2003,3084
lbn,2004,3965
lbn,2005,2979
lbn,2006,772854
lbn,2007,251051
lbn,2008,51058
lbn,2009,51341
lbn,2010,9520
lbn,2011,16126
lbn,2012,136447
lbn,2013,862763
lbn,2014,1167288
lbn,2015,1088282
lbn,2016,1031303
lbn,2017,1018334
lbn,2018,969557
lbr,1969,1000
lbr,1971,60
lbr,1977,1550
lbr,1983,90
lbr,1984,260
lbr,1985,180
lbr,1986,250
lbr,1987,170
lbr,1988,80
lbr,1989,250
lbr,1992,109998
lbr,1993,150153
lbr,1994,340276
lbr,1995,440080
lbr,1996,440073
lbr,1997,294686
lbr,1998,303382
lbr,1999,237765
lbr,2000,200864
lbr,2001,265891
lbr,2002,403674
lbr,2003,600123
lbr,2004,567851
lbr,2005,508801
lbr,2006,254072
lbr,2007,10563
lbr,2008,10265
lbr,2009,9989
lbr,2010,26626
lbr,2011,265827
lbr,2012,139550
lbr,2013,73569
lbr,2014,52332
lbr,2015,50059
lbr,2016,39570
lbr,2017,11498
lbr,2018,9123
lby,1993,1185
lby,1994,2182
lby,1995,4565
lby,1996,9395
lby,1997,10404
lby,1998,10558
lby,1999,10657
lby,2000,11751
lby,2001,11679
lby,2002,11714
lby,2003,12156
lby,2004,12412
lby,2005,12401
lby,2006,4776
lby,2007,7125
lby,2008,11596
lby,2009,12412
lby,2010,11154
lby,2011,583545
lby,2012,251112
lby,2013,91443
lby,2014,400179
lby,2015,471825
lby,2016,662906
lby,2017,375810
lby,2018,270351
lca,1997,3
lca,2007,3
lca,2008,1
lca,2009,4
lca,2010,7
lca,2011,6
lca,2012,3
lca,2013,6
lca,2014,3
lca,2015,2
lca,2016,3
lie,2000,70
lie,2001,328
lie,2002,265
lie,2003,245
lie,2004,217
lie,2005,210
lie,2006,310
lie,2007,297
lie,2008,103
lie,2009,144
lie,2010,142
lie,2011,153
lie,2012,124
lie,2013,116
lie,2014,173
lie,2015,249
lie,2016,242
lie,2017,225
lie,2018,211
lka,1991,15
lka,1992,21
lka,1993,29436
lka,1994,9104
lka,1995,200016
lka,1996,200017
lka,1997,200026
lka,1998,633544
lka,1999,612539
lka,2000,706554
lka,2001,731885
lka,2002,731879
lka,2003,462865
lka,2004,386216
lka,2005,352111
lka,2006,558867
lka,2007,618552
lka,2008,526262
lka,2009,530089
lka,2010,435264
lka,2011,283370
lka,2012,138466
lka,2013,84634
lka,2014,32668
lka,2015,54440
lka,2016,53355
lka,2017,42758
lka,2018,42267
lso,1970,70
lso,1971,190
lso,1972,60
lso,1973,180
lso,1974,190
lso,1975,190
lso,1976,900
lso,1977,1130
lso,1978,990
lso,1979,740
lso,1980,10000
lso,1981,11500
lso,1982,11580
lso,1983,11500
lso,1984,11850
lso,1985,11500
lso,1986,11500
lso,1987,4000
lso,1988,4230
lso,1989,4248
lso,1990,214
lso,1991,220
lso,1992,117
lso,1993,60
lso,1994,60
lso,1999,1
lso,2001,39
lso,2006,1
lso,2011,37
lso,2012,37
lso,2013,31
lso,2014,45
lso,2015,35
lso,2016,48
lso,2017,82
lso,2018,87
ltu,1997,6
ltu,1998,34
ltu,1999,44
ltu,2000,175
ltu,2001,371
ltu,2002,619
ltu,2003,499
ltu,2004,9526
ltu,2005,9295
ltu,2006,7796
ltu,2007,6617
ltu,2008,6751
ltu,2009,4765
ltu,2010,4553
ltu,2011,4379
ltu,2012,5077
ltu,2013,4882
ltu,2014,4794
ltu,2015,4641
ltu,2016,4641
ltu,2017,4999
ltu,2018,5018
lux,1951,1800
lux,1952,1800
lux,1953,1800
lux,1954,1800
lux,1955,1800
lux,1956,1900
lux,1957,1900
lux,1958,1900
lux,1959,1900
lux,1960,1900
lux,1961,1900
lux,1962,1900
lux,1963,1900
lux,1990,687
lux,1991,692
lux,1992,2208
lux,1993,225
lux,1994,300
lux,1995,700
lux,1996,700
lux,1997,700
lux,1998,700
lux,1999,894
lux,2000,954
lux,2001,1204
lux,2002,1201
lux,2003,1207
lux,2004,1590
lux,2005,1896
lux,2006,2310
lux,2007,2951
lux,2008,3331
lux,2009,3913
lux,2010,4124
lux,2011,4728
lux,2012,4326
lux,2013,2116
lux,2014,2471
lux,2015,3809
lux,2016,4342
lux,2017,3585
lux,2018,3538
lva,1998,2
lva,1999,9
lva,2000,12
lva,2001,10
lva,2002,19
lva,2003,17
lva,2004,452193
lva,2005,418658
lva,2006,393036
lva,2007,372666
lva,2008,365485
lva,2009,344358
lva,2010,327027
lva,2011,312688
lva,2012,281056
lva,2013,268143
lva,2014,263224
lva,2015,252582
lva,2016,243233
lva,2017,234266
lva,2018,225528
mac,1964,80000
mac,1965,80000
mac,1966,73770
mac,1967,74000
mac,1968,70000
mac,1969,65000
mac,1970,66000
mac,1971,70000
mac,1972,80000
mac,1978,850
mac,1979,3490
mac,1980,2920
mac,1981,2720
mac,1982,970
mac,1983,800
mac,1984,730
mac,1985,700
mac,1986,600
mac,1987,500
mac,1988,440
mac,1989,422
mac,1990,205
mac,1991,116
mac,1992,15
mac,1993,11
mac,1994,9
mac,1995,8
mac,2009,12
mac,2010,10
mac,2011,11
mac,2012,6
mac,2013,6
mac,2014,6
mac,2015,7
mac,2016,5
mar,1951,3000
mar,1952,2900
mar,1953,2800
mar,1954,3500
mar,1958,2700
mar,1959,2700
mar,1960,2700
mar,1961,2900
mar,1962,2900
mar,1963,3200
mar,1964,3000
mar,1965,2660
mar,1966,2180
mar,1967,3000
mar,1968,1480
mar,1969,1440
mar,1970,1440
mar,1971,1430
mar,1972,1380
mar,1973,860
mar,1974,620
mar,1975,510
mar,1976,360
mar,1977,500
mar,1978,500
mar,1979,500
mar,1980,340
mar,1981,500
mar,1982,510
mar,1983,540
mar,1984,800
mar,1985,860
mar,1986,800
mar,1987,800
mar,1988,800
mar,1989,303
mar,1990,311
mar,1991,322
mar,1992,319
mar,1993,337
mar,1994,336
mar,1995,55
mar,1996,56
mar,1997,57
mar,1998,901
mar,1999,901
mar,2000,2105
mar,2001,2544
mar,2002,2244
mar,2003,2299
mar,2004,376
mar,2005,2066
mar,2006,1879
mar,2007,1457
mar,2008,1243
mar,2009,1103
mar,2010,1072
mar,2011,1352
mar,2012,2925
mar,2013,5011
mar,2014,3052
mar,2015,5487
mar,2016,6735
mar,2017,6728
mar,2018,7709
mco,2010,1
mco,2011,37
mco,2012,37
mco,2013,34
mco,2014,33
mco,2015,32
mco,2016,32
mco,2017,25
mco,2018,25
mda,1997,1278
mda,1998,1278
mda,1999,8088
mda,2000,8346
mda,2001,1284
mda,2002,1269
mda,2003,284
mda,2004,285
mda,2005,1775
mda,2006,1950
mda,2007,1898
mda,2008,1992
mda,2009,2209
mda,2010,2261
mda,2011,2268
mda,2012,2259
mda,2013,2366
mda,2014,2520
mda,2015,5571
mda,2016,5293
mda,2017,5000
mda,2018,4917
mdg,1994,73
mdg,1999,28
mdg,2000,51
mdg,2001,34
mdg,2002,15
mdg,2010,1
mdg,2011,11
mdg,2012,11
mdg,2013,14
mdg,2014,21
mdg,2015,22
mdg,2016,55
mdg,2017,94
mdg,2018,119
mex,1970,3000
mex,1971,3000
mex,1972,3000
mex,1973,4000
mex,1974,3500
mex,1977,4000
mex,1978,5000
mex,1979,6320
mex,1980,44000
mex,1981,150000
mex,1982,167980
mex,1983,170000
mex,1984,175060
mex,1985,175000
mex,1986,175100
mex,1987,177090
mex,1988,358460
mex,1989,357797
mex,1990,357710
mex,1991,361610
mex,1992,363081
mex,1993,57773
mex,1994,53772
mex,1995,48315
mex,1996,40061
mex,1997,35454
mex,1998,32150
mex,1999,26510
mex,2000,18519
mex,2001,15468
mex,2002,12987
mex,2003,6222
mex,2004,4517
mex,2005,3390
mex,2006,3456
mex,2007,1665
mex,2008,1073
mex,2009,1331
mex,2010,1573
mex,2011,2313
mex,2012,1884
mex,2013,3196
mex,2014,4722
mex,2015,4286
mex,2016,8862
mex,2017,19306
mex,2018,165363
mkd,1992,32000
mkd,1993,31452
mkd,1994,14981
mkd,1995,9698
mkd,1996,6300
mkd,1997,3918
mkd,1998,1801
mkd,1999,254980
mkd,2000,21190
mkd,2001,83446
mkd,2002,22470
mkd,2003,9438
mkd,2004,8093
mkd,2005,4448
mkd,2006,2761
mkd,2007,2467
mkd,2008,2893
mkd,2009,3615
mkd,2010,3290
mkd,2011,2921
mkd,2012,2541
mkd,2013,2977
mkd,2014,3259
mkd,2015,1557
mkd,2016,1312
mkd,2017,1019
mkd,2018,974
mli,1971,60
mli,1986,50
mli,1987,50
mli,1988,50
mli,1989,50
mli,1990,13461
mli,1991,13260
mli,1992,13109
mli,1993,15224
mli,1994,18800
mli,1995,17916
mli,1996,18434
mli,1997,18212
mli,1998,14613
mli,1999,8307
mli,2000,9129
mli,2001,9250
mli,2002,9814
mli,2003,10886
mli,2004,12408
mli,2005,13066
mli,2006,12485
mli,2007,11174
mli,2008,11494
mli,2009,15268
mli,2010,15261
mli,2011,18121
mli,2012,242274
mli,2013,311700
mli,2014,270654
mli,2015,131728
mli,2016,90588
mli,2017,84077
mli,2018,154410
mlt,1993,505
mlt,1994,429
mlt,1995,416
mlt,1996,452
mlt,1997,343
mlt,1998,296
mlt,1999,380
mlt,2000,203
mlt,2001,236
mlt,2002,334
mlt,2003,961
mlt,2004,1699
mlt,2005,2088
mlt,2006,2615
mlt,2007,3861
mlt,2008,5562
mlt,2009,7783
mlt,2010,7431
mlt,2011,8409
mlt,2012,9015
mlt,2013,10808
mlt,2014,6273
mlt,2015,7670
mlt,2016,8850
mlt,2017,9304
mlt,2018,10346
mmr,2005,236495
mmr,2006,728000
mmr,2007,790861
mmr,2008,790861
mmr,2009,790861
mmr,2010,859403
mmr,2011,1147275
mmr,2012,1238475
mmr,2013,1209383
mmr,2014,1186500
mmr,2015,1414356
mmr,2016,1302301
mmr,2017,849731
mmr,2018,866718
mne,2006,23363
mne,2007,24831
mne,2008,26341
mne,2009,25738
mne,2010,18255
mne,2011,21248
mne,2012,20224
mne,2013,20200
mne,2014,20981
mne,2015,16033
mne,2016,15862
mne,2017,12804
mne,2018,13307
mng,2005,583
mng,2006,588
mng,2007,83
mng,2008,369
mng,2009,387
mng,2010,273
mng,2011,298
mng,2012,233
mng,2013,29
mng,2014,31
mng,2015,21
mng,2016,27
mng,2017,26
mng,2018,22
moz,1975,44570
moz,1976,30000
moz,1977,42460
moz,1978,100000
moz,1979,150000
moz,1980,150100
moz,1981,100
moz,1982,130
moz,1983,900
moz,1984,870
moz,1985,780
moz,1986,660
moz,1987,460
moz,1988,390
moz,1989,400
moz,1990,420
moz,1991,420
moz,1992,299
moz,1993,202
moz,1994,357
moz,1995,149
moz,1996,234
moz,1997,77
moz,1998,62
moz,1999,227
moz,2000,2485
moz,2001,5522
moz,2002,7190
moz,2003,9540
moz,2004,5586
moz,2005,6009
moz,2006,6880
moz,2007,7242
moz,2008,8176
moz,2009,7739
moz,2010,9992
moz,2011,13686
moz,2012,12606
moz,2013,15119
moz,2014,17861
moz,2015,20447
moz,2016,32786
moz,2017,45022
moz,2018,43713
mrt,1987,50
mrt,1989,15000
mrt,1990,60000
mrt,1991,35200
mrt,1992,37500
mrt,1993,51548
mrt,1994,82229
mrt,1995,38994
mrt,1996,34395
mrt,1997,21356
mrt,1998,4366
mrt,1999,30139
mrt,2000,29894
mrt,2001,29891
mrt,2002,29921
mrt,2003,30038
mrt,2004,30146
mrt,2005,30224
mrt,2006,30379
mrt,2007,30503
mrt,2008,27119
mrt,2009,26956
mrt,2010,26967
mrt,2011,26819
mrt,2012,81308
mrt,2013,97514
mrt,2014,80606
mrt,2015,78391
mrt,2016,77564
mrt,2017,78141
mrt,2018,84281
msr,2010,14
msr,2011,5
msr,2012,5
mus,1999,43
mus,2001,14
mus,2016,5
mus,2018,11
mwi,1986,100000
mwi,1987,443940
mwi,1988,632143
mwi,1989,826023
mwi,1990,927235
mwi,1991,981812
mwi,1992,1058498
mwi,1993,1058696
mwi,1994,714709
mwi,1995,1018
mwi,1996,1268
mwi,1997,280
mwi,1998,1347
mwi,1999,1700
mwi,2000,3900
mwi,2001,6210
mwi,2002,13234
mwi,2003,12064
mwi,2004,7042
mwi,2005,9620
mwi,2006,9247
mwi,2007,9726
mwi,2008,10816
mwi,2009,10256
mwi,2010,15233
mwi,2011,16919
mwi,2012,16748
mwi,2013,17005
mwi,2014,20446
mwi,2015,23489
mwi,2016,36186
mwi,2017,35313
mwi,2018,37225
mys,1977,96000
mys,1978,141580
mys,1979,124880
mys,1980,104040
mys,1981,128910
mys,1982,99240
mys,1983,110700
mys,1984,109060
mys,1985,105310
mys,1986,99000
mys,1987,99420
mys,1988,104553
mys,1989,110500
mys,1990,15161
mys,1991,14302
mys,1992,12155
mys,1993,1585
mys,1994,6575
mys,1995,6714
mys,1996,5531
mys,1997,5292
mys,1998,50632
mys,1999,50521
mys,2000,50587
mys,2001,50724
mys,2002,52189
mys,2003,78687
mys,2004,97538
mys,2005,106086
mys,2006,107670
mys,2007,140825
mys,2008,147312
mys,2009,177734
mys,2010,212870
mys,2011,217761
mys,2012,222011
mys,2013,260663
mys,2014,270714
mys,2015,246331
mys,2016,239505
mys,2017,241371
mys,2018,252654
nam,1991,136
nam,1992,511
nam,1993,902
nam,1994,1146
nam,1995,1779
nam,1996,2298
nam,1997,2640
nam,1998,3820
nam,1999,7617
nam,2000,28407
nam,2001,32709
nam,2002,23548
nam,2003,31298
nam,2004,25694
nam,2005,9132
nam,2006,6643
nam,2007,7743
nam,2008,8138
nam,2009,8665
nam,2010,8768
nam,2011,7033
nam,2012,5708
nam,2013,5194
nam,2014,4251
nam,2015,4558
nam,2016,3482
nam,2017,4089
nam,2018,4008
ner,1977,1500
ner,1990,792
ner,1991,3555
ner,1992,3899
ner,1993,16694
ner,1994,15073
ner,1995,28446
ner,1996,27754
ner,1997,8610
ner,1998,7686
ner,1999,6570
ner,2000,505
ner,2001,529
ner,2002,341
ner,2003,370
ner,2004,387
ner,2005,386
ner,2006,338
ner,2007,340
ner,2008,344
ner,2009,365
ner,2010,337
ner,2011,425
ner,2012,50621
ner,2013,98605
ner,2014,154240
ner,2015,333271
ner,2016,304673
ner,2017,315696
ner,2018,386948
nga,1976,50
nga,1977,300
nga,1978,370
nga,1979,400
nga,1980,100000
nga,1981,105000
nga,1982,5240
nga,1983,4620
nga,1984,4570
nga,1985,5880
nga,1986,4880
nga,1987,6370
nga,1988,5393
nga,1989,4841
nga,1990,5331
nga,1991,3713
nga,1992,4842
nga,1993,4850
nga,1994,6208
nga,1995,8261
nga,1996,8536
nga,1997,9436
nga,1998,7632
nga,1999,7076
nga,2000,7287
nga,2001,7334
nga,2002,7659
nga,2003,10388
nga,2004,10505
nga,2005,12729
nga,2006,10343
nga,2007,9537
nga,2008,11704
nga,2009,10363
nga,2010,10596
nga,2011,10355
nga,2012,4367
nga,2013,2509
nga,2014,1190498
nga,2015,2174314
nga,2016,2911144
nga,2017,2379160
nga,2018,2379716
nic,1972,50
nic,1980,4100
nic,1981,21370
nic,1982,23800
nic,1983,18500
nic,1984,18500
nic,1985,18010
nic,1986,8550
nic,1987,9210
nic,1988,16670
nic,1989,15340
nic,1990,16140
nic,1991,16063
nic,1992,14930
nic,1993,5858
nic,1994,444
nic,1995,602
nic,1996,573
nic,1997,477
nic,1998,474
nic,1999,471
nic,2000,368
nic,2001,346
nic,2002,341
nic,2003,317
nic,2004,293
nic,2005,228
nic,2006,208
nic,2007,209
nic,2008,147
nic,2009,121
nic,2010,76
nic,2011,92
nic,2012,140
nic,2013,208
nic,2014,342
nic,2015,463
nic,2016,667
nic,2017,724
nic,2018,804
nld,1951,14200
nld,1952,14100
nld,1953,13900
nld,1954,12400
nld,1955,11400
nld,1956,13600
nld,1957,13500
nld,1958,13000
nld,1959,12800
nld,1960,12000
nld,1961,10000
nld,1962,10000
nld,1963,9500
nld,1964,9500
nld,1965,9000
nld,1966,8500
nld,1967,8000
nld,1968,8000
nld,1969,8000
nld,1970,8524
nld,1971,8600
nld,1972,8830
nld,1973,8400
nld,1974,8015
nld,1975,7850
nld,1976,7900
nld,1977,8000
nld,1978,8000
nld,1979,10000
nld,1980,12000
nld,1981,13000
nld,1982,14000
nld,1983,14500
nld,1984,15000
nld,1985,15500
nld,1986,16000
nld,1987,24000
nld,1988,25963
nld,1989,16971
nld,1990,17337
nld,1991,19020
nld,1992,29739
nld,1993,43538
nld,1994,62163
nld,1995,79960
nld,1996,102702
nld,1997,118075
nld,1998,131655
nld,1999,141527
nld,2000,231419
nld,2001,230660
nld,2002,207044
nld,2003,185996
nld,2004,155532
nld,2005,139725
nld,2006,118516
nld,2007,96933
nld,2008,91988
nld,2009,97802
nld,2010,90109
nld,2011,87956
nld,2012,85056
nld,2013,77137
nld,2014,91394
nld,2015,118545
nld,2016,114106
nld,2017,111599
nld,2018,116048
nld_curacao,2010,9
nld_curacao,2011,12
nld_curacao,2012,40
nld_curacao,2013,61
nld_curacao,2014,78
nld_curacao,2015,78
nld_curacao,2016,111
nld_curacao,2017,803
nld_curacao,2018,26127
nor,1951,2500
nor,1952,2500
nor,1953,2500
nor,1954,2300
nor,1955,2300
nor,1956,2800
nor,1957,3400
nor,1958,3300
nor,1959,3100
nor,1960,3000
nor,1961,3000
nor,1962,3000
nor,1963,3000
nor,1970,2000
nor,1971,3000
nor,1972,3000
nor,1973,3000
nor,1974,3000
nor,1975,3000
nor,1976,1000
nor,1977,6000
nor,1978,6000
nor,1979,6000
nor,1980,6000
nor,1981,6000
nor,1982,6000
nor,1983,10000
nor,1984,10000
nor,1985,11800
nor,1986,13200
nor,1987,15000
nor,1988,10952
nor,1989,18500
nor,1990,19581
nor,1991,29054
nor,1992,29846
nor,1993,38376
nor,1994,44617
nor,1995,47611
nor,1996,49253
nor,1997,47829
nor,1998,45783
nor,1999,47195
nor,2000,49484
nor,2001,51671
nor,2002,52021
nor,2003,46963
nor,2004,45403
nor,2005,44177
nor,2006,52193
nor,2007,41468
nor,2008,50280
nor,2009,57548
nor,2010,55883
nor,2011,54960
nor,2012,54835
nor,2013,54585
nor,2014,56474
nor,2015,78412
nor,2016,70329
nor,2017,65417
nor,2018,61979
npl,1964,7000
npl,1965,7000
npl,1966,7000
npl,1967,7180
npl,1968,7730
npl,1969,7990
npl,1970,8060
npl,1971,7930
npl,1972,8000
npl,1973,8000
npl,1974,18970
npl,1975,8200
npl,1976,8300
npl,1977,8400
npl,1978,8500
npl,1979,8600
npl,1980,8700
npl,1981,8800
npl,1982,9800
npl,1983,10800
npl,1984,11800
npl,1985,12800
npl,1986,13800
npl,1987,14800
npl,1988,15800
npl,1989,16850
npl,1990,19270
npl,1991,28319
npl,1992,97711
npl,1993,105350
npl,1994,123271
npl,1995,124754
npl,1996,126815
npl,1997,129157
npl,1998,126101
npl,1999,127940
npl,2000,129248
npl,2001,130957
npl,2002,132447
npl,2003,134606
npl,2004,136319
npl,2005,538637
npl,2006,3640043
npl,2007,1032455
npl,2008,925872
npl,2009,909915
npl,2010,891317
npl,2011,874123
npl,2012,56734
npl,2013,46966
npl,2014,39012
npl,2015,33068
npl,2016,26170
npl,2017,22240
npl,2018,21397
nru,2012,379
nru,2013,534
nru,2014,1122
nru,2015,808
nru,2016,808
nru,2017,1078
nru,2018,1355
nzl,1967,3000
nzl,1968,2000
nzl,1969,2000
nzl,1970,2000
nzl,1978,10000
nzl,1979,10000
nzl,1980,10000
nzl,1981,10600
nzl,1982,10600
nzl,1983,10600
nzl,1984,4500
nzl,1985,4600
nzl,1986,4400
nzl,1987,4200
nzl,1988,4150
nzl,1989,4666
nzl,1990,4666
nzl,1991,16760
nzl,1992,17310
nzl,1993,3950
nzl,1994,3668
nzl,1995,3758
nzl,1996,3788
nzl,1997,3646
nzl,1998,4097
nzl,1999,4815
nzl,2000,7279
nzl,2001,7181
nzl,2002,7077
nzl,2003,6835
nzl,2004,6096
nzl,2005,5709
nzl,2006,5137
nzl,2007,2916
nzl,2008,2868
nzl,2009,3522
nzl,2010,2524
nzl,2011,2174
nzl,2012,1793
nzl,2013,1711
nzl,2014,1989
nzl,2015,1615
nzl,2016,1724
nzl,2017,1789
nzl,2018,1921
omn,2000,3
omn,2001,23
omn,2002,25
omn,2003,24
omn,2004,31
omn,2005,11
omn,2006,14
omn,2007,48
omn,2008,54
omn,2009,38
omn,2010,91
omn,2011,346
omn,2012,413
omn,2013,467
omn,2014,414
omn,2015,457
omn,2016,683
omn,2017,705
omn,2018,559
pak,1979,400000
pak,1980,1428230
pak,1981,2375330
pak,1982,2877480
pak,1983,2901750
pak,1984,2500000
pak,1985,2734890
pak,1986,2882100
pak,1987,3159000
pak,1988,3257927
pak,1989,3275775
pak,1990,3275265
