origin,time,displaced_population
khm,2001,35066
khm,2002,33919
khm,2003,31871
khm,2004,18626
khm,2005,18670
khm,2006,18648
khm,2007,18128
khm,2008,17471
khm,2009,17248
khm,2010,16451
khm,2011,15391
khm,2012,14237
khm,2013,13981
khm,2014,13334
khm,2015,13180
khm,2016,12812
khm,2017,13805
khm,2018,12866
kir,2002,3
kir,2003,16
kir,2004,34
kir,2005,38
kir,2006,45
kir,2007,38
kir,2008,39
kir,2009,34
kir,2010,37
kir,2011,36
kir,2012,43
kir,2013,22
kir,2014,5
kir,2015,5
kir,2016,1
kna,2000,4
kna,2001,2
kna,2002,7
kna,2003,5
kna,2004,2
kna,2005,32
kna,2006,6
kna,2007,10
kna,2008,12
kna,2009,17
kna,2010,20
kna,2011,24
kna,2012,36
kna,2013,41
kna,2014,35
kna,2015,48
kna,2016,72
kna,2017,68
kna,2018,64
kor,1991,5
kor,1992,5
kor,1993,7
kor,1994,17
kor,1995,30
kor,1996,42
kor,1997,48
kor,1998,65
kor,1999,75
kor,2000,432
kor,2001,559
kor,2002,849
kor,2003,740
kor,2004,581
kor,2005,586
kor,2006,1646
kor,2007,1577
kor,2008,1615
kor,2009,892
kor,2010,825
kor,2011,698
kor,2012,748
kor,2013,716
kor,2014,766
kor,2015,614
kor,2016,526
kor,2017,617
kor,2018,806
kwt,1990,44
kwt,1991,47
kwt,1992,74
kwt,1993,89
kwt,1994,756
kwt,1995,762
kwt,1996,854
kwt,1997,825
kwt,1998,830
kwt,1999,992
kwt,2000,793
kwt,2001,845
kwt,2002,827
kwt,2003,725
kwt,2004,493
kwt,2005,454
kwt,2006,742
kwt,2007,855
kwt,2008,922
kwt,2009,1005
kwt,2010,1085
kwt,2011,1285
kwt,2012,1337
kwt,2013,1167
kwt,2014,1254
kwt,2015,1537
kwt,2016,1675
kwt,2017,2046
kwt,2018,2459
lao,1975,55510
lao,1976,62720
lao,1977,78970
lao,1978,119180
lao,1979,128770
lao,1980,114256
lao,1981,92932
lao,1982,81658
lao,1983,85638
lao,1984,86877
lao,1985,99539
lao,1986,94084
lao,1987,81534
lao,1988,136138
lao,1989,135424
lao,1990,138737
lao,1991,125408
lao,1992,100815
lao,1993,78706
lao,1994,60486
lao,1995,60720
lao,1996,47154
lao,1997,37717
lao,1998,30361
lao,1999,22633
lao,2000,16315
lao,2001,13600
lao,2002,12151
lao,2003,10849
lao,2004,16590
lao,2005,24801
lao,2006,26739
lao,2007,10181
lao,2008,8780
lao,2009,8592
lao,2010,8485
lao,2011,8111
lao,2012,7992
lao,2013,7795
lao,2014,7599
lao,2015,7528
lao,2016,7402
lao,2017,7274
lao,2018,7212
lbn,1982,22330
lbn,1983,27270
lbn,1984,30060
lbn,1985,34140
lbn,1986,630
lbn,1988,439
lbn,1989,2197
lbn,1990,7043
lbn,1991,8501
lbn,1992,10257
lbn,1993,10635
lbn,1994,15658
lbn,1995,13523
lbn,1996,10892
lbn,1997,10235
lbn,1998,9787
lbn,1999,7698
lbn,2000,13330
lbn,2001,10654
lbn,2002,28691
lbn,2003,27061
lbn,2004,21476
lbn,2005,20337
lbn,2006,765411
lbn,2007,215670
lbn,2008,15258
lbn,2009,18032
lbn,2010,17390
lbn,2011,16412
lbn,2012,17090
lbn,2013,6560
lbn,2014,8187
lbn,2015,10374
lbn,2016,13230
lbn,2017,14551
lbn,2018,13628
lbr,1988,30
lbr,1989,51
lbr,1990,735689
lbr,1991,773405
lbr,1992,601835
lbr,1993,720342
lbr,1994,1023300
lbr,1995,1074303
lbr,1996,1104745
lbr,1997,674522
lbr,1998,734137
lbr,1999,536903
lbr,2000,437552
lbr,2001,449637
lbr,2002,612009
lbr,2003,912157
lbr,2004,931548
lbr,2005,805993
lbr,2006,511341
lbr,2007,139439
lbr,2008,88415
lbr,2009,75211
lbr,2010,73351
lbr,2011,70525
lbr,2012,54916
lbr,2013,19849
lbr,2014,15963
lbr,2015,12488
lbr,2016,9309
lbr,2017,9498
lbr,2018,8501
lby,1980,205
lby,1981,226
lby,1982,259
lby,1983,275
lby,1984,291
lby,1985,327
lby,1986,304
lby,1987,250
lby,1988,659
lby,1989,655
lby,1990,581
lby,1991,840
lby,1992,686
lby,1993,597
lby,1994,679
lby,1995,624
lby,1996,282
lby,1997,274
lby,1998,433
lby,1999,568
lby,2000,1161
lby,2001,1372
lby,2002,2385
lby,2003,2474
lby,2004,2533
lby,2005,2344
lby,2006,2245
lby,2007,2577
lby,2008,2849
lby,2009,2843
lby,2010,2875
lby,2011,706910
lby,2012,245090
lby,2013,64336
lby,2014,371241
lby,2015,447021
lby,2016,639708
lby,2017,348832
lby,2018,234769
lca,1995,2
lca,1996,2
lca,1997,3
lca,1998,5
lca,1999,9
lca,2000,39
lca,2001,78
lca,2002,284
lca,2003,290
lca,2004,182
lca,2005,300
lca,2006,305
lca,2007,406
lca,2008,624
lca,2009,912
lca,2010,1018
lca,2011,1114
lca,2012,1082
lca,2013,970
lca,2014,955
lca,2015,1064
lca,2016,1193
lca,2017,1172
lca,2018,1089
lie,2010,1
lka,1985,160
lka,1986,315
lka,1987,219
lka,1988,3490
lka,1989,7692
lka,1990,208271
lka,1991,209349
lka,1992,157217
lka,1993,121303
lka,1994,131722
lka,1995,317805
lka,1996,309625
lka,1997,322288
lka,1998,748623
lka,1999,729323
lka,2000,837201
lka,2001,860873
lka,2002,871449
lka,2003,592821
lka,2004,513322
lka,2005,466961
lka,2006,680640
lka,2007,761099
lka,2008,672148
lka,2009,684276
lka,2010,589639
lka,2011,432205
lka,2012,286337
lka,2013,223051
lka,2014,170993
lka,2015,190155
lka,2016,185918
lka,2017,175846
lka,2018,169174
lso,1971,60
lso,1974,110
lso,1975,310
lso,1977,90
lso,1978,160
lso,1979,230
lso,1980,70
lso,1981,80
lso,1986,50
lso,1989,4
lso,1990,4
lso,1991,4
lso,1993,58
lso,1994,1
lso,1995,1
lso,1996,2
lso,1997,3
lso,1998,3
lso,1999,3
lso,2000,5
lso,2001,9
lso,2002,9
lso,2003,10
lso,2004,13
lso,2005,13
lso,2006,13
lso,2007,20
lso,2008,25
lso,2009,14
lso,2010,16
lso,2011,175
lso,2012,298
lso,2013,696
lso,2014,683
lso,2015,1111
lso,2016,710
lso,2017,6
lso,2018,29
ltu,1980,1
ltu,1981,1
ltu,1982,1
ltu,1983,1
ltu,1984,1
ltu,1985,1
ltu,1990,4
ltu,1991,4
ltu,1992,8
ltu,1993,11
ltu,1994,63
ltu,1995,109
ltu,1996,662
ltu,1997,649
ltu,1998,1373
ltu,1999,258
ltu,2000,299
ltu,2001,474
ltu,2002,1729
ltu,2003,1904
ltu,2004,1685
ltu,2005,1636
ltu,2006,1109
ltu,2007,553
ltu,2008,550
ltu,2009,617
ltu,2010,639
ltu,2011,650
ltu,2012,585
ltu,2013,301
ltu,2014,240
ltu,2015,216
ltu,2016,152
ltu,2017,159
ltu,2018,135
lux,2003,1
lux,2004,1
lux,2005,1
lux,2006,2
lux,2007,2
lux,2009,1
lux,2010,1
lux,2011,1
lux,2012,1
lux,2013,2
lux,2014,3
lux,2015,2
lux,2016,2
lva,1992,4
lva,1993,4
lva,1994,93
lva,1995,160
lva,1996,1958
lva,1997,1915
lva,1998,3955
lva,1999,907
lva,2000,607
lva,2001,801
lva,2002,3278
lva,2003,3377
lva,2004,2980
lva,2005,2553
lva,2006,1527
lva,2007,704
lva,2008,794
lva,2009,877
lva,2010,896
lva,2011,862
lva,2012,769
lva,2013,308
lva,2014,276
lva,2015,277
lva,2016,270
lva,2017,264
lva,2018,240
mac,1996,1
mac,1997,1
mac,1998,1
mac,1999,1
mac,2000,7
mac,2001,12
mac,2002,24
mac,2003,18
mac,2004,26
mac,2005,16
mac,2006,13
mac,2007,13
mac,2008,11
mac,2009,9
mac,2010,10
mac,2011,11
mac,2012,2
mac,2013,6
mac,2014,19
mac,2015,29
mac,2016,5
mac,2017,9
mac,2018,25
mar,1983,1
mar,1984,1
mar,1985,1
mar,1986,1
mar,1987,2
mar,1988,3
mar,1989,6
mar,1990,15
mar,1991,44
mar,1992,91
mar,1993,105
mar,1994,180
mar,1995,301
mar,1996,298
mar,1997,310
mar,1998,353
mar,1999,377
mar,2000,574
mar,2001,636
mar,2002,1568
mar,2003,1557
mar,2004,1581
mar,2005,3383
mar,2006,5299
mar,2007,4505
mar,2008,4067
mar,2009,2896
mar,2010,3130
mar,2011,3465
mar,2012,4193
mar,2013,4198
mar,2014,5025
mar,2015,7399
mar,2016,9473
mar,2017,9932
mar,2018,12021
mco,1996,1
mco,1997,1
mco,1998,1
mco,1999,1
mco,2000,1
mco,2002,2
mco,2003,2
mco,2004,1
mco,2005,3
mco,2006,5
mco,2009,1
mco,2010,2
mco,2011,4
mco,2012,4
mco,2013,4
mco,2014,9
mco,2015,5
mco,2016,4
mda,1993,6
mda,1994,458
mda,1995,529
mda,1996,5831
mda,1997,6419
mda,1998,4449
mda,1999,10487
mda,2000,11608
mda,2001,6887
mda,2002,12652
mda,2003,12127
mda,2004,12560
mda,2005,12640
mda,2006,12957
mda,2007,5827
mda,2008,6443
mda,2009,6664
mda,2010,6833
mda,2011,6724
mda,2012,6593
mda,2013,3085
mda,2014,3735
mda,2015,5721
mda,2016,6411
mda,2017,5742
mda,2018,6904
mdg,1991,1
mdg,1992,1
mdg,1993,1
mdg,1994,3
mdg,1995,79
mdg,1996,79
mdg,1997,76
mdg,1998,67
mdg,1999,54
mdg,2000,70
mdg,2001,51
mdg,2002,70
mdg,2003,121
mdg,2004,153
mdg,2005,222
mdg,2006,285
mdg,2007,289
mdg,2008,294
mdg,2009,306
mdg,2010,292
mdg,2011,308
mdg,2012,335
mdg,2013,470
mdg,2014,496
mdg,2015,464
mdg,2016,355
mdg,2017,355
mdg,2018,391
mdv,1988,1
mdv,1989,1
mdv,1990,1
mdv,1991,1
mdv,1996,1
mdv,1997,1
mdv,1998,2
mdv,1999,3
mdv,2000,7
mdv,2001,4
mdv,2002,4
mdv,2003,4
mdv,2004,9
mdv,2005,17
mdv,2006,20
mdv,2007,19
mdv,2008,17
mdv,2009,16
mdv,2010,22
mdv,2011,23
mdv,2012,56
mdv,2013,57
mdv,2014,45
mdv,2015,70
mdv,2016,96
mdv,2017,86
mdv,2018,84
mex,1994,248
mex,1995,361
mex,1996,521
mex,1997,665
mex,1998,1016
mex,1999,1359
mex,2000,14356
mex,2001,24067
mex,2002,32543
mex,2003,28113
mex,2004,20580
mex,2005,14927
mex,2006,15121
mex,2007,20338
mex,2008,23605
mex,2009,26848
mex,2010,16786
mex,2011,12811
mex,2012,12040
mex,2013,21657
mex,2014,40020
mex,2015,57586
mex,2016,74654
mex,2017,96731
mex,2018,102616
mhl,2002,1
mhl,2012,2
mhl,2013,8
mhl,2014,9
mhl,2015,9
mhl,2016,3
mhl,2017,7
mhl,2018,7
mkd,1993,1897
mkd,1994,347
mkd,1995,12883
mkd,1996,13041
mkd,1997,12747
mkd,1998,1939
mkd,1999,2089
mkd,2000,2680
mkd,2001,178959
mkd,2002,37370
mkd,2003,16115
mkd,2004,6528
mkd,2005,9306
mkd,2006,9717
mkd,2007,9187
mkd,2008,8605
mkd,2009,8801
mkd,2010,10740
mkd,2011,9949
mkd,2012,12282
mkd,2013,8326
mkd,2014,9752
mkd,2015,16395
mkd,2016,8636
mkd,2017,5673
mkd,2018,4926
mli,1990,1
mli,1991,14704
mli,1992,71189
mli,1993,98573
mli,1994,175905
mli,1995,116241
mli,1996,77174
mli,1997,52511
mli,1998,34091
mli,1999,8932
mli,2000,4059
mli,2001,4179
mli,2002,4348
mli,2003,4193
mli,2004,4178
mli,2005,4373
mli,2006,4524
mli,2007,5130
mli,2008,2508
mli,2009,3692
mli,2010,4066
mli,2011,4699
mli,2012,379764
mli,2013,470736
mli,2014,427336
mli,2015,283684
mli,2016,248593
mli,2017,232218
mli,2018,296056
mlt,1988,1
mlt,1989,1
mlt,1990,1
mlt,1991,1
mlt,1992,1
mlt,1994,7
mlt,1995,13
mlt,1996,18
mlt,1997,14
mlt,1998,17
mlt,1999,22
mlt,2000,20
mlt,2001,10
mlt,2002,12
mlt,2003,16
mlt,2004,7
mlt,2005,7
mlt,2006,32
mlt,2007,10
mlt,2008,9
mlt,2009,9
mlt,2010,7
mlt,2011,6
mlt,2012,6
mlt,2013,6
mlt,2014,6
mlt,2015,5
mlt,2016,1
mmr,1972,5700
mmr,1978,196000
mmr,1979,150680
mmr,1988,7
mmr,1989,4
mmr,1990,28
mmr,1991,40053
mmr,1992,253660
mmr,1993,327704
mmr,1994,289810
mmr,1995,218302
mmr,1996,166114
mmr,1997,145842
mmr,1998,133513
mmr,1999,132791
mmr,2000,139472
mmr,2001,147271
mmr,2002,151297
mmr,2003,170032
mmr,2004,172734
mmr,2005,206102
mmr,2006,287642
mmr,2007,277629
mmr,2008,274041
mmr,2009,496549
mmr,2010,499955
mmr,2011,777938
mmr,2012,871404
mmr,2013,927188
mmr,2014,907264
mmr,2015,989220
mmr,2016,922963
mmr,2017,1551703
mmr,2018,1546455
mne,2006,16654
mne,2007,17148
mne,2008,1464
mne,2009,2757
mne,2010,3431
mne,2011,4006
mne,2012,4429
mne,2013,1136
mne,2014,1899
mne,2015,3664
mne,2016,1848
mne,2017,1471
mne,2018,1333
mng,1990,1
mng,1991,1
mng,1992,1
mng,1993,1
mng,1994,4
mng,1995,4
mng,1996,7
mng,1997,9
mng,1998,19
mng,1999,25
mng,2000,625
mng,2001,911
mng,2002,1318
mng,2003,1024
mng,2004,1004
mng,2005,1296
mng,2006,2720
mng,2007,3062
mng,2008,3403
mng,2009,3780
mng,2010,3526
mng,2011,3436
mng,2012,3062
mng,2013,3324
mng,2014,4641
mng,2015,5734
mng,2016,6103
mng,2017,6392
mng,2018,6631
moz,1964,10000
moz,1965,18000
moz,1966,24700
moz,1967,27750
moz,1968,34000
moz,1969,43220
moz,1970,60070
moz,1971,61460
moz,1972,64400
moz,1973,69800
moz,1974,88200
moz,1975,81490
moz,1976,4340
moz,1977,120
moz,1978,130
moz,1979,370
moz,1980,120
moz,1981,5170
moz,1982,20200
moz,1983,50200
moz,1984,51200
moz,1985,72250
moz,1986,193550
moz,1987,692460
moz,1988,937578
moz,1989,1193738
moz,1990,1248502
moz,1991,1316976
moz,1992,1604272
moz,1993,1776937
moz,1994,1038873
moz,1995,284696
moz,1996,36262
moz,1997,33682
moz,1998,98
moz,1999,35
moz,2000,36
moz,2001,67
moz,2002,189
moz,2003,279
moz,2004,418
moz,2005,475
moz,2006,246
moz,2007,907
moz,2008,890
moz,2009,145
moz,2010,155
moz,2011,517
moz,2012,1030
moz,2013,1492
moz,2014,1469
moz,2015,2260
moz,2016,26645
moz,2017,33969
moz,2018,26687
mrt,1984,1
mrt,1985,1
mrt,1986,1
mrt,1987,1
mrt,1988,2
mrt,1989,48238
mrt,1990,65999
mrt,1991,81281
mrt,1992,80084
mrt,1993,68892
mrt,1994,68043
mrt,1995,85170
mrt,1996,84691
mrt,1997,80986
mrt,1998,77174
mrt,1999,29949
mrt,2000,31540
mrt,2001,32430
mrt,2002,33116
mrt,2003,33408
mrt,2004,33698
mrt,2005,33955
mrt,2006,35240
mrt,2007,34125
mrt,2008,53421
mrt,2009,52067
mrt,2010,39888
mrt,2011,41888
mrt,2012,43015
mrt,2013,38113
mrt,2014,41142
mrt,2015,42149
mrt,2016,43663
mrt,2017,44023
mrt,2018,45121
mtq,1995,1
mtq,1996,1
mtq,1997,1
mus,1994,1
mus,1995,13
mus,1996,13
mus,1997,3
mus,1998,15
mus,1999,8
mus,2000,46
mus,2001,56
mus,2002,68
mus,2003,82
mus,2004,36
mus,2005,45
mus,2006,102
mus,2007,95
mus,2008,49
mus,2009,40
mus,2010,71
mus,2011,148
mus,2012,180
mus,2013,206
mus,2014,259
mus,2015,312
mus,2016,314
mus,2017,350
mus,2018,440
mwi,1966,150
mwi,1967,300
mwi,1968,140
mwi,1969,190
mwi,1970,250
mwi,1971,250
mwi,1972,20250
mwi,1973,100
mwi,1974,80
mwi,1975,30350
mwi,1976,60
mwi,1977,1050
mwi,1978,310
mwi,1979,460
mwi,1980,420
mwi,1981,70
mwi,1982,240
mwi,1983,440
mwi,1984,440
mwi,1985,450
mwi,1986,440
mwi,1987,450
mwi,1988,4
mwi,1989,4
mwi,1990,53
mwi,1991,50
mwi,1992,50
mwi,1993,45
mwi,1994,67
mwi,1995,92
mwi,1996,39
mwi,1997,34
mwi,1998,28
mwi,1999,34
mwi,2000,40
mwi,2001,42
mwi,2002,199
mwi,2003,1511
mwi,2004,3030
mwi,2005,3950
mwi,2006,159
mwi,2007,8287
mwi,2008,8316
mwi,2009,176
mwi,2010,240
mwi,2011,3190
mwi,2012,4825
mwi,2013,4604
mwi,2014,4258
mwi,2015,6106
mwi,2016,4179
mwi,2017,3576
mwi,2018,3259
mys,1991,3
mys,1992,4
mys,1993,4
mys,1994,82
mys,1995,79
mys,1996,103
mys,1997,87
mys,1998,90
mys,1999,86
mys,2000,325
mys,2001,394
mys,2002,603
mys,2003,567
mys,2004,468
mys,2005,576
mys,2006,715
mys,2007,731
mys,2008,746
mys,2009,681
mys,2010,680
mys,2011,679
mys,2012,705
mys,2013,768
mys,2014,1425
mys,2015,3272
mys,2016,6621
mys,2017,9995
mys,2018,15834
nam,1966,180
nam,1967,230
nam,1968,1410
nam,1969,1260
nam,1970,900
nam,1971,900
nam,1972,1000
nam,1973,3410
nam,1974,3420
nam,1975,4140
nam,1976,9020
nam,1977,12930
nam,1978,35860
nam,1979,40640
nam,1980,55620
nam,1981,74520
nam,1982,75170
nam,1983,75112
nam,1984,77552
nam,1985,76916
nam,1986,76966
nam,1987,75786
nam,1988,76751
nam,1989,74874
nam,1990,3302
nam,1991,454
nam,1992,156
nam,1993,144
nam,1994,123
nam,1995,35
nam,1996,14
nam,1997,2
nam,1998,1903
nam,1999,2083
nam,2000,2323
nam,2001,2450
nam,2002,2495
nam,2003,1483
nam,2004,1496
nam,2005,1320
nam,2006,1257
nam,2007,1202
nam,2008,1033
nam,2009,1000
nam,2010,1393
nam,2011,2208
nam,2012,1681
nam,2013,1459
nam,2014,1320
nam,2015,1408
nam,2016,1556
nam,2017,1599
nam,2018,1754
ncl,2005,7
ncl,2006,1
ncl,2008,2
ner,1991,2
ner,1992,22008
ner,1993,22309
ner,1994,22027
ner,1995,10491
ner,1996,10361
ner,1997,3191
ner,1998,4253
ner,1999,528
ner,2000,747
ner,2001,901
ner,2002,1398
ner,2003,1187
ner,2004,1049
ner,2005,1246
ner,2006,1299
ner,2007,1104
ner,2008,1067
ner,2009,1102
ner,2010,1128
ner,2011,1105
ner,2012,1197
ner,2013,36283
ner,2014,1301
ner,2015,209511
ner,2016,138165
ner,2017,153452
ner,2018,211326
nfk,2014,1
nfk,2015,1
nfk,2016,1
nga,1968,51100
nga,1969,2850
nga,1970,60
nga,1985,1
nga,1986,2
nga,1987,3
nga,1988,13
nga,1989,14
nga,1990,16
nga,1991,23
nga,1992,76
nga,1993,100
nga,1994,592
nga,1995,1947
nga,1996,4845
nga,1997,3059
nga,1998,4001
nga,1999,4442
nga,2000,9208
nga,2001,10233
nga,2002,32351
nga,2003,39098
nga,2004,37522
nga,2005,43568
nga,2006,21623
nga,2007,23753
nga,2008,24645
nga,2009,25272
nga,2010,27568
nga,2011,27673
nga,2012,32209
nga,2013,52542
nga,2014,1380219
nga,2015,2391911
nga,2016,3204860
nga,2017,2699471
nga,2018,2706890
nic,1978,144800
nic,1979,104730
nic,1980,15960
nic,1981,2500
nic,1982,18970
nic,1983,23520
nic,1984,35020
nic,1985,52650
nic,1986,67550
nic,1987,75520
nic,1988,97325
nic,1989,100500
nic,1990,88188
nic,1991,52889
nic,1992,46315
nic,1993,33424
nic,1994,28657
nic,1995,23953
nic,1996,23832
nic,1997,22535
nic,1998,21544
nic,1999,20634
nic,2000,18363
nic,2001,17586
nic,2002,13994
nic,2003,10850
nic,2004,8064
nic,2005,5933
nic,2006,4136
nic,2007,2725
nic,2008,2005
nic,2009,1915
nic,2010,1610
nic,2011,1607
nic,2012,1654
nic,2013,2053
nic,2014,2314
nic,2015,2726
nic,2016,3545
nic,2017,4186
nic,2018,33917
niu,2003,2
niu,2011,7
niu,2012,10
niu,2013,14
niu,2014,46
niu,2015,36
niu,2016,19
niu,2017,23
niu,2018,24
nld,1994,75
nld,1995,85
nld,1996,96
nld,1997,77
nld,1998,57
nld,1999,29
nld,2000,148
nld,2001,91
nld,2002,120
nld,2003,136
nld,2004,163
nld,2005,201
nld,2006,79
nld,2007,64
nld,2008,74
nld,2009,75
nld,2010,77
nld,2011,105
nld,2012,105
nld,2013,94
nld,2014,109
nld,2015,125
nld,2016,86
nld,2017,103
nld,2018,122
nld_curacao,2013,94
nld_curacao,2014,35
nld_curacao,2015,35
nld_curacao,2016,35
nld_curacao,2017,35
nld_curacao,2018,35
nor,1994,2
nor,1995,1
nor,1996,1
nor,1997,3
nor,1998,4
nor,1999,4
nor,2000,5
nor,2001,3
nor,2002,5
nor,2003,8
nor,2004,12
nor,2005,16
nor,2006,5
nor,2007,9
nor,2008,5
nor,2009,10
nor,2010,7
nor,2011,12
nor,2012,15
nor,2013,18
nor,2014,15
nor,2015,19
nor,2016,28
nor,2017,24
nor,2018,6
npl,1992,1
npl,1993,1
npl,1994,4
npl,1995,27
npl,1996,44
npl,1997,52
npl,1998,101
npl,1999,186
npl,2000,680
npl,2001,857
npl,2002,1508
npl,2003,1958
npl,2004,2728
npl,2005,4490
npl,2006,105078
npl,2007,105512
npl,2008,6303
npl,2009,6927
npl,2010,7068
npl,2011,8873
npl,2012,10133
npl,2013,11912
npl,2014,15280
npl,2015,18032
npl,2016,20500
npl,2017,21950
npl,2018,17962
nru,1999,3
nru,2000,3
nru,2001,1
nru,2002,1
nru,2003,4
nru,2004,1
nru,2005,3
nru,2006,3
nru,2007,4
nru,2008,4
nru,2011,3
nru,2015,1
nzl,2000,2
nzl,2001,6
nzl,2002,8
nzl,2003,7
nzl,2004,6
nzl,2005,9
nzl,2006,15
nzl,2007,18
nzl,2008,18
nzl,2009,12
nzl,2010,19
nzl,2011,28
nzl,2012,29
nzl,2013,25
nzl,2014,33
nzl,2015,33
nzl,2016,47
nzl,2017,61
nzl,2018,49
omn,1994,3
omn,1995,10
omn,1996,10
omn,1997,10
omn,1998,11
omn,1999,11
omn,2000,15
omn,2001,10
omn,2002,29
omn,2003,22
omn,2004,26
omn,2005,20
omn,2006,46
omn,2007,47
omn,2008,60
omn,2009,72
omn,2010,71
omn,2011,64
omn,2012,70
omn,2013,31
omn,2014,46
omn,2015,55
omn,2016,63
omn,2017,51
omn,2018,60
pak,1974,119610
pak,1982,1
pak,1983,1
pak,1984,1
pak,1985,1
pak,1986,1
pak,1987,1
pak,1988,275
pak,1989,410
pak,1990,486
pak,1991,525
pak,1992,1090
pak,1993,1424
pak,1994,4430
pak,1995,5277
pak,1996,7522
pak,1997,5985
pak,1998,6889
pak,1999,8015
pak,2000,17338
pak,2001,20334
pak,2002,34544
pak,2003,41240
pak,2004,41745
pak,2005,46371
pak,2006,32399
pak,2007,40478
pak,2008,194471
pak,2009,3040845
pak,2010,2198925
pak,2011,1126390
pak,2012,887673
pak,2013,934394
pak,2014,1832858
pak,2015,2184604
pak,2016,1326509
pak,2017,661783
pak,2018,387384
pan,1988,47
pan,1989,365
pan,1990,629
pan,1991,640
pan,1992,652
pan,1993,679
pan,1994,486
pan,1995,160
pan,1996,149
pan,1997,122
pan,1998,85
pan,1999,72
pan,2000,376
pan,2001,111
pan,2002,152
pan,2003,239
pan,2004,109
pan,2005,100
pan,2006,95
pan,2007,143
pan,2008,147
pan,2009,145
pan,2010,153
pan,2011,134
pan,2012,138
pan,2013,133
pan,2014,119
pan,2015,125
pan,2016,124
pan,2017,142
pan,2018,170
per,1988,4
per,1989,28
per,1990,256
per,1991,475
per,1992,727
per,1993,1983
per,1994,4345
per,1995,5914
per,1996,6743
per,1997,6610
per,1998,7074
per,1999,7231
per,2000,9391
per,2001,9266
per,2002,10030
per,2003,8365
per,2004,6883
per,2005,6517
per,2006,8915
per,2007,10808
per,2008,9843
per,2009,12088
per,2010,10611
per,2011,5990
per,2012,5553
per,2013,5472
per,2014,5376
per,2015,5138
per,2016,4910
per,2017,6083
per,2018,7454
phl,1977,90000
phl,1978,92000
phl,1979,90000
phl,1980,90000
phl,1981,90000
phl,1982,90000
phl,1983,100000
phl,1984,100000
phl,1985,90000
phl,1986,90000
phl,1987,90000
phl,1988,90000
phl,1989,90000
phl,1990,10
phl,1991,15
phl,1992,46
phl,1993,113
phl,1994,436
phl,1995,516
phl,1996,598
phl,1997,525
phl,1998,45601
phl,1999,45520
phl,2000,47339
phl,2001,47311
phl,2002,47631
phl,2003,59444
phl,2004,62736
phl,2005,62647
phl,2006,63001
phl,2007,63624
phl,2008,63578
phl,2009,63111
phl,2010,221154
phl,2011,240786
phl,2012,418740
phl,2013,410619
phl,2014,322991
phl,2015,400573
phl,2016,426651
phl,2017,718991
phl,2018,607644
plw,2000,1
plw,2002,2
plw,2003,2
plw,2004,2
plw,2005,1
plw,2006,1
plw,2007,2
plw,2008,1
plw,2012,1
plw,2013,7
plw,2014,5
plw,2015,4
plw,2016,4
plw,2017,4
png,1995,2000
png,1996,2008
png,1997,808
png,1998,220
png,1999,9
png,2000,11
png,2001,11
png,2002,24
png,2003,28
png,2004,20
png,2005,44
png,2006,40
png,2007,60
png,2008,65
png,2009,82
png,2010,131
png,2011,177
png,2012,260
png,2013,370
png,2014,505
png,2015,539
png,2016,663
png,2017,768
png,2018,864
pol,1970,150
pol,1971,150
pol,1972,140
pol,1973,100
pol,1974,70
pol,1975,60
pol,1976,50
pol,1978,50
pol,1980,471
pol,1981,505
pol,1982,775
pol,1983,761
pol,1984,994
pol,1985,1655
pol,1986,1102
pol,1987,1475
pol,1988,23266
pol,1989,23072
pol,1990,25632
pol,1991,21643
pol,1992,14518
pol,1993,13390
pol,1994,35938
pol,1995,19732
pol,1996,12870
pol,1997,7294
pol,1998,1880
pol,1999,1245
pol,2000,1416
pol,2001,4071
pol,2002,17533
pol,2003,16113
pol,2004,11255
pol,2005,20253
pol,2006,13892
pol,2007,3107
pol,2008,2618
pol,2009,2306
pol,2010,1920
pol,2011,2171
pol,2012,1963
pol,2013,1709
pol,2014,1583
pol,2015,1701
pol,2016,1720
pol,2017,1896
pol,2018,1977
pri,1994,12
pri,1995,12
pri,1996,12
prk,1994,3
prk,1995,7
prk,1996,11
prk,1997,1
prk,1998,9
prk,1999,13
prk,2000,67
prk,2001,72
prk,2002,330
prk,2003,349
prk,2004,412
prk,2005,403
prk,2006,503
prk,2007,842
prk,2008,1097
prk,2009,1010
prk,2010,1195
prk,2011,1601
prk,2012,2159
prk,2013,2119
prk,2014,1522
prk,2015,1331
prk,2016,1955
prk,2017,1751
prk,2018,929
prt,1994,25
prt,1995,25
prt,1996,217
prt,1997,213
prt,1998,18
prt,1999,15
prt,2000,99
prt,2001,162
prt,2002,613
prt,2003,456
prt,2004,261
prt,2005,201
prt,2006,72
prt,2007,75
prt,2008,71
prt,2009,79
prt,2010,94
prt,2011,97
prt,2012,82
prt,2013,76
prt,2014,65
prt,2015,93
prt,2016,97
prt,2017,176
prt,2018,240
pry,1990,19
pry,1991,8
pry,1992,9
pry,1993,14
pry,1994,71
pry,1995,51
pry,1996,44
pry,1997,20
pry,1998,21
pry,1999,18
pry,2000,33
pry,2001,28
pry,2002,80
pry,2003,86
pry,2004,84
pry,2005,79
pry,2006,142
pry,2007,147
pry,2008,133
pry,2009,109
pry,2010,110
pry,2011,113
pry,2012,125
pry,2013,125
pry,2014,129
pry,2015,163
pry,2016,186
pry,2017,247
pry,2018,337
pse,1976,3200
pse,1982,9800
pse,1983,9110
